着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,"ﾀｲﾑ指数


タイム指数(通常)
タイム指数マスター","ﾀｲﾑ指数M


タイム指数(通常)
タイム指数マスター",ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id,date,surface,distance,condition
6,6,11,ブラーブデシジョン,牡2,55.0,木幡巧也,1:56.4,1/2,**,**,**,**,**,5-3-4-4,40.3,3.1,1.0,470(+6),,,,470(+6),,,202406040803,2024年09月28日,ダ,1800,良
7,5,10,ダブルメッセージ,牡2,52.0,石神深道,1:56.8,2.1/2,**,**,**,**,**,5-3-6-6,40.2,328.3,15.0,474(+4),,,,474(+4),,,202406040803,2024年09月28日,ダ,1800,良
8,6,12,ダイタエリュシオン,牡2,53.0,小林勝太,1:57.8,6,**,**,**,**,**,11-10-10-7,41.0,75.3,10.0,464(-6),,,,464(-6),,,202406040803,2024年09月28日,ダ,1800,良
9,8,16,テクニコス,牡2,54.0,原優介,1:58.9,7,**,**,**,**,**,11-10-11-11,42.0,136.9,11.0,442(0),,,,442(0),,,202406040803,2024年09月28日,ダ,1800,良
10,8,15,ムーンストラック,牝2,55.0,丹内祐次,1:59.0,1/2,**,**,**,**,**,7-7-6-7,42.4,239.4,13.0,436(+12),,,,436(+12),,,202406040803,2024年09月28日,ダ,1800,良
11,1,1,クエンカ,牡2,55.0,丸田恭介,1:59.4,2,**,**,**,**,**,9-10-11-11,42.4,313.4,14.0,462(+6),,,,462(+6),,,202406040803,2024年09月28日,ダ,1800,良
12,4,8,ワサンノタイカ,牡2,52.0,長浜鴻緒,2:00.0,3.1/2,**,**,**,**,**,15-15-15-14,41.8,150.3,12.0,478(-2),,,,478(-2),,,202406040803,2024年09月28日,ダ,1800,良
13,7,13,シバノストムキット,牡2,55.0,佐々木大,2:00.2,1.1/4,**,**,**,**,**,9-8-6-7,43.7,29.7,8.0,468(-14),,,,468(-14),,,202406040803,2024年09月28日,ダ,1800,良
14,3,6,コスモシェルベット,牡2,55.0,武藤雅,2:00.8,3.1/2,**,**,**,**,**,2-2-6-11,44.3,26.7,7.0,422(+4),,,,422(+4),,,202406040803,2024年09月28日,ダ,1800,良
15,1,2,オートマティック,牡2,52.0,土田真翔,2:01.1,1.1/2,**,**,**,**,**,13-13-14-14,43.1,473.1,16.0,470(+4),,,,470(+4),,,202406040803,2024年09月28日,ダ,1800,良
16,2,4,ピコブルー,牡2,55.0,田辺裕信,2:01.8,4,**,**,**,**,**,16-16-16-16,41.3,31.1,9.0,466(+18),,,,466(+18),,,202406040803,2024年09月28日,ダ,1800,良
1,4,8,サトノラポール,牡2,55.0,モレイラ,2:02.2,,**,**,**,**,**,4-3-5-4,36.0,1.7,1.0,452(+2),,,,452(+2),,550.0,202406040804,2024年09月28日,芝,2000,良
2,1,1,ピエナフェーヴル,牡2,55.0,菅原明良,2:02.3,3/4,**,**,**,**,**,11-8-8-10,35.7,4.7,2.0,452(-2),,,,452(-2),,220.0,202406040804,2024年09月28日,芝,2000,良
3,8,17,ニシノエージェント,牡2,55.0,三浦皇成,2:02.4,1/2,**,**,**,**,**,5-5-3-3,36.6,14.7,6.0,468(-4),,,,468(-4),,140.0,202406040804,2024年09月28日,芝,2000,良
4,8,15,ポッドロワール,牡2,55.0,石川裕紀,2:02.6,1.1/4,**,**,**,**,**,3-3-4-4,36.5,36.8,8.0,488(+6),,,,488(+6),,83.0,202406040804,2024年09月28日,芝,2000,良
5,5,9,ジェットブレード,牡2,54.0,原優介,2:02.6,クビ,**,**,**,**,**,2-2-2-2,37.0,25.8,7.0,472(0),,,,472(0),,55.0,202406040804,2024年09月28日,芝,2000,良
6,2,3,センジュコスモス,牝2,55.0,丸田恭介,2:02.8,3/4,**,**,**,**,**,7-5-6-6,36.3,143.0,10.0,424(0),,,,424(0),,,202406040804,2024年09月28日,芝,2000,良
7,4,7,レッドベルダンス,牡2,55.0,ルメール,2:02.8,アタマ,**,**,**,**,**,7-8-8-9,36.2,12.8,5.0,462(+14),,,,462(+14),,,202406040804,2024年09月28日,芝,2000,良
8,6,11,スワローシチー,牡2,55.0,津村明秀,2:02.9,クビ,**,**,**,**,**,9-10-10-6,36.1,10.1,4.0,456(0),,,,456(0),,,202406040804,2024年09月28日,芝,2000,良
9,5,10,コスモアチーブ,牡2,54.0,横山琉人,2:03.2,2,**,**,**,**,**,14-14-14-14,35.9,403.0,15.0,468(+6),,,,468(+6),,,202406040804,2024年09月28日,芝,2000,良
10,3,5,キャピタルリッチ,牡2,55.0,戸崎圭太,2:03.3,1/2,**,**,**,**,**,11-12-11-10,36.4,9.4,3.0,462(-2),,,,462(-2),,,202406040804,2024年09月28日,芝,2000,良
11,7,13,トウショウクラウド,牡2,55.0,佐々木大,2:03.6,1.3/4,**,**,**,**,**,9-10-11-10,36.7,144.6,11.0,442(+2),,,,442(+2),,,202406040804,2024年09月28日,芝,2000,良
12,3,6,リケアダージリン,牝2,55.0,横山和生,2:03.7,3/4,**,**,**,**,**,1-1-1-1,38.1,131.7,9.0,428(+12),,,,428(+12),,,202406040804,2024年09月28日,芝,2000,良
13,8,16,コウセイケンタロス,牡2,55.0,ティータ,2:03.8,1/2,**,**,**,**,**,14-14-15-15,36.4,199.2,13.0,446(+4),,,,446(+4),,,202406040804,2024年09月28日,芝,2000,良
14,7,14,コスモブレイズ,牡2,55.0,柴田大知,2:03.8,ハナ,**,**,**,**,**,6-5-6-6,37.4,221.2,14.0,496(+4),,,,496(+4),,,202406040804,2024年09月28日,芝,2000,良
15,6,12,ゴガツノアマノガワ,牡2,55.0,丹内祐次,2:04.3,3,**,**,**,**,**,13-13-11-10,37.4,155.6,12.0,438(-2),,,,438(-2),,,202406040804,2024年09月28日,芝,2000,良
16,1,2,トウバツ,牝2,55.0,原田和真,2:06.1,大,**,**,**,**,**,16-16-16-16,37.8,631.7,16.0,444(-4),,,,444(-4),,,202406040804,2024年09月28日,芝,2000,良
取,2,4,ハクシンブライアン,牡2,55.0,大野拓弥,,,,,,,,,,---,,計不,,,,計不,,,202406040804,2024年09月28日,芝,2000,良
1,4,8,クレオズニードル,牝2,55.0,佐々木大,1:36.0,,**,**,**,**,**,9-8-5,34.7,10.3,4.0,470(0),,,,470(0),,720.0,202406040805,2024年09月28日,芝,1600,良
2,2,4,ニシノエピカリ,牝2,55.0,津村明秀,1:36.3,1.3/4,**,**,**,**,**,2-3-3,35.5,8.7,3.0,414(0),,,,414(0),,290.0,202406040805,2024年09月28日,芝,1600,良
3,5,10,アビッサルスター,牝2,55.0,モレイラ,1:36.3,ハナ,**,**,**,**,**,5-5-5,35.3,1.7,1.0,430(0),,,,430(0),,180.0,202406040805,2024年09月28日,芝,1600,良
4,3,5,ヒタムキ,牝2,55.0,横山和生,1:36.5,1,**,**,**,**,**,2-1-1,36.1,31.0,7.0,440(0),,,,440(0),,110.0,202406040805,2024年09月28日,芝,1600,良
5,1,2,カリーン,牝2,55.0,大野拓弥,1:36.6,1,**,**,**,**,**,5-5-5,35.6,16.2,6.0,452(0),,,,452(0),,72.0,202406040805,2024年09月28日,芝,1600,良
6,3,6,マイホームヒロイン,牝2,55.0,黛弘人,1:36.6,アタマ,**,**,**,**,**,2-5-5,35.6,145.5,13.0,408(0),,,,408(0),,,202406040805,2024年09月28日,芝,1600,良
7,6,11,ルージュフレイヤ,牝2,55.0,三浦皇成,1:36.7,クビ,**,**,**,**,**,1-2-2,36.1,12.4,5.0,422(0),,,,422(0),,,202406040805,2024年09月28日,芝,1600,良
8,4,7,エイシンマクルーベ,牝2,55.0,柴田大知,1:36.8,1/2,**,**,**,**,**,5-9-9,35.4,239.3,14.0,420(0),,,,420(0),,,202406040805,2024年09月28日,芝,1600,良
9,2,3,ファイヤーボート,牝2,55.0,吉田豊,1:36.9,1/2,**,**,**,**,**,9-10-9,35.3,85.2,10.0,462(0),,,,462(0),,,202406040805,2024年09月28日,芝,1600,良
10,6,12,ステレオプシス,牝2,54.0,原優介,1:37.0,1/2,**,**,**,**,**,11-13-13,35.0,115.3,12.0,464(0),,,,464(0),,,202406040805,2024年09月28日,芝,1600,良
11,7,13,ロングトーン,牝2,55.0,野中悠太,1:37.0,クビ,**,**,**,**,**,11-10-11,35.5,68.7,9.0,376(0),,,,376(0),,,202406040805,2024年09月28日,芝,1600,良
12,5,9,コスモサンブライト,牝2,55.0,ティータ,1:37.3,1.3/4,**,**,**,**,**,13-12-12,35.5,103.7,11.0,440(0),,,,440(0),,,202406040805,2024年09月28日,芝,1600,良
13,8,15,サトノエバー,牝2,55.0,戸崎圭太,1:37.4,1/2,**,**,**,**,**,5-3-3,36.6,47.0,8.0,442(0),,,,442(0),,,202406040805,2024年09月28日,芝,1600,良
14,1,1,オブシディアーナ,牝2,55.0,菅原明良,1:38.4,6,**,**,**,**,**,14-14-14,36.0,4.7,2.0,478(0),,,,478(0),,,202406040805,2024年09月28日,芝,1600,良
15,8,16,アイシュウデイト,牝2,52.0,長浜鴻緒,1:45.1,大,**,**,**,**,**,15-15-15,39.3,246.2,15.0,528(0),,,,528(0),,,202406040805,2024年09月28日,芝,1600,良
除,7,14,マオノクラッシュ,牝2,55.0,永野猛蔵,,,,,,,,,,---,,484(0),,,,484(0),,,202406040805,2024年09月28日,芝,1600,良
1,4,7,ハッピービバーク,牝2,55.0,横山和生,1:12.2,,**,**,**,**,**,3-2,37.5,8.3,4.0,438(0),,,,438(0),,720.0,202406040806,2024年09月28日,ダ,1200,良
2,7,13,ベルエアキング,牡2,55.0,ルメール,1:12.7,3,**,**,**,**,**,5-4,37.8,2.4,1.0,476(0),,,,476(0),,290.0,202406040806,2024年09月28日,ダ,1200,良
3,8,16,カネショウレジェン,牡2,53.0,小林勝太,1:12.7,ハナ,**,**,**,**,**,2-1,38.1,5.2,3.0,482(0),,,,482(0),,180.0,202406040806,2024年09月28日,ダ,1200,良
4,4,8,エイシンキャロッツ,牡2,55.0,三浦皇成,1:13.0,2,**,**,**,**,**,9-9,36.9,21.2,6.0,466(0),,,,466(0),,110.0,202406040806,2024年09月28日,ダ,1200,良
5,3,6,テルユアワールド,牝2,55.0,モレイラ,1:13.0,ハナ,**,**,**,**,**,13-13,35.9,4.3,2.0,426(0),,,,426(0),,72.0,202406040806,2024年09月28日,ダ,1200,良
6,6,12,リクエイ,牝2,55.0,黛弘人,1:13.1,1/2,**,**,**,**,**,7-7,37.3,45.6,8.0,416(0),,,,416(0),,,202406040806,2024年09月28日,ダ,1200,良
7,7,14,キーソナタ,牝2,55.0,津村明秀,1:13.5,2.1/2,**,**,**,**,**,5-4,38.5,24.6,7.0,430(0),,,,430(0),,,202406040806,2024年09月28日,ダ,1200,良
8,6,11,ピコピンク,牝2,55.0,田辺裕信,1:13.9,2,**,**,**,**,**,11-11,37.1,9.3,5.0,492(0),,,,492(0),,,202406040806,2024年09月28日,ダ,1200,良
9,3,5,ダブルスチール,牝2,55.0,菊沢一樹,1:14.0,1/2,**,**,**,**,**,7-7,38.3,142.7,13.0,406(0),,,,406(0),,,202406040806,2024年09月28日,ダ,1200,良
10,8,15,ヤマビコ,牡2,55.0,原田和真,1:15.4,8,**,**,**,**,**,9-10,39.3,283.3,16.0,460(0),,,,460(0),,,202406040806,2024年09月28日,ダ,1200,良
11,1,2,タドウリョク,牝2,55.0,丹内祐次,1:15.4,クビ,**,**,**,**,**,15-14,38.0,115.8,12.0,440(0),,,,440(0),,,202406040806,2024年09月28日,ダ,1200,良
12,5,10,ホープリュミエール,牡2,55.0,吉田豊,1:15.5,1/2,**,**,**,**,**,11-11,38.7,55.3,11.0,476(0),,,,476(0),,,202406040806,2024年09月28日,ダ,1200,良
13,2,4,レディココア,牝2,55.0,長岡禎仁,1:16.0,3,**,**,**,**,**,1-3,41.5,54.7,10.0,448(0),,,,448(0),,,202406040806,2024年09月28日,ダ,1200,良
14,1,1,シュガープリンセス,牝2,52.0,長浜鴻緒,1:16.1,クビ,**,**,**,**,**,14-15,38.9,152.1,14.0,428(0),,,,428(0),,,202406040806,2024年09月28日,ダ,1200,良
15,2,3,イクアンロー,牝2,55.0,佐々木大,1:16.3,1.1/4,**,**,**,**,**,3-4,41.5,54.2,9.0,426(0),,,,426(0),,,202406040806,2024年09月28日,ダ,1200,良
16,5,9,クラリフィエ,牝2,51.0,大江原比,1:20.2,大,**,**,**,**,**,16-16,42.1,236.0,15.0,450(0),,,,450(0),,,202406040806,2024年09月28日,ダ,1200,良
1,6,11,ゴールドアローン,牝3,52.0,原優介,1:53.7,,**,**,**,**,**,5-5-1-1,39.2,1.6,1.0,458(+2),,,,458(+2),,800.0,202406040807,2024年09月28日,ダ,1800,良
2,8,16,サツキノジョウ,牝3,53.0,丹内祐次,1:54.2,3,**,**,**,**,**,10-7-2-2,39.5,26.2,8.0,448(+14),,,,448(+14),,320.0,202406040807,2024年09月28日,ダ,1800,良
3,5,9,ミツカネヴィーナス,牝5,56.0,菊沢一樹,1:54.3,1,**,**,**,**,**,14-14-14-11,38.6,9.5,3.0,472(+2),,,,472(+2),,200.0,202406040807,2024年09月28日,ダ,1800,良
4,3,6,スウィーヴェモワ,牝4,56.0,大野拓弥,1:54.5,3/4,**,**,**,**,**,3-3-5-3,39.5,9.9,4.0,514(-4),,,,514(-4),,120.0,202406040807,2024年09月28日,ダ,1800,良
5,8,15,ビップレーヌ,牝3,51.0,小林勝太,1:54.5,クビ,**,**,**,**,**,7-7-6-5,39.3,16.3,6.0,466(+2),,,,466(+2),,80.0,202406040807,2024年09月28日,ダ,1800,良
6,5,10,アステロイドメア,牝4,56.0,津村明秀,1:54.6,クビ,**,**,**,**,**,11-11-10-6,39.1,25.5,7.0,502(+4),,,,502(+4),,,202406040807,2024年09月28日,ダ,1800,良
7,1,2,ランスノーブル,牝4,56.0,佐々木大,1:54.6,クビ,**,**,**,**,**,11-11-10-9,39.0,5.9,2.0,470(-6),,,,470(-6),,,202406040807,2024年09月28日,ダ,1800,良
8,6,12,アイウィルビー,牝3,53.0,木幡巧也,1:55.4,5,**,**,**,**,**,3-3-7-6,40.1,370.3,16.0,472(+6),,,,472(+6),,,202406040807,2024年09月28日,ダ,1800,良
9,1,1,メダルラッシュ,牝4,56.0,松岡正海,1:55.8,2.1/2,**,**,**,**,**,13-13-10-10,40.2,189.0,13.0,498(+8),,,,498(+8),,,202406040807,2024年09月28日,ダ,1800,良
10,3,5,ワタシデイイデスカ,牝4,54.0,藤田菜七,1:56.2,2.1/2,**,**,**,**,**,14-14-15-16,40.0,127.8,11.0,524(+22),,,,524(+22),,,202406040807,2024年09月28日,ダ,1800,良
11,7,14,リプレイ,牝3,50.0,石田拓郎,1:56.2,クビ,**,**,**,**,**,14-14-15-15,40.1,200.9,14.0,434(0),,,,434(0),,,202406040807,2024年09月28日,ダ,1800,良
12,2,4,ミニョンルミエール,牝5,53.0,石神深道,1:56.3,クビ,**,**,**,**,**,7-7-10-14,40.8,179.7,12.0,448(+6),,,,448(+6),,,202406040807,2024年09月28日,ダ,1800,良
13,4,7,ブエナディオサ,牝5,56.0,野中悠太,1:56.7,2.1/2,**,**,**,**,**,7-7-7-11,41.3,236.5,15.0,456(+6),,,,456(+6),,,202406040807,2024年09月28日,ダ,1800,良
14,7,13,スペシャリスト,牝4,56.0,武藤雅,1:56.7,ハナ,**,**,**,**,**,5-6-7-6,41.4,121.4,10.0,468(+14),,,,468(+14),,,202406040807,2024年09月28日,ダ,1800,良
15,2,3,サクラジェンヌ,牝5,53.0,長浜鴻緒,1:57.3,3.1/2,**,**,**,**,**,1-1-2-3,42.6,54.6,9.0,490(0),,,,490(0),,,202406040807,2024年09月28日,ダ,1800,良
16,4,8,モデルハント,牝3,51.0,小林脩斗,1:57.9,4,**,**,**,**,**,2-2-4-11,43.0,11.3,5.0,452(+10),,,,452(+10),,,202406040807,2024年09月28日,ダ,1800,良
1,4,7,ヒストリアイ,セ3,56.0,モレイラ,1:11.4,,**,**,**,**,**,8-7,36.5,3.5,1.0,540(+2),,,,540(+2),,800.0,202406040808,2024年09月28日,ダ,1200,良
2,3,6,ヘレンキムゼー,牡5,58.0,三浦皇成,1:11.5,1/2,**,**,**,**,**,10-9,36.4,52.8,10.0,494(-4),,,,494(-4),,320.0,202406040808,2024年09月28日,ダ,1200,良
3,7,14,バロン,牝3,54.0,嶋田純次,1:11.6,1/2,**,**,**,**,**,6-5,37.0,5.0,3.0,478(0),,,,478(0),,200.0,202406040808,2024年09月28日,ダ,1200,良
4,6,12,コスモジョセフ,牡4,58.0,木幡巧也,1:11.8,1,**,**,**,**,**,3-2,37.6,7.2,4.0,488(-2),,,,488(-2),,120.0,202406040808,2024年09月28日,ダ,1200,良
5,1,2,レジーナローズ,牝4,56.0,菊沢一樹,1:11.9,クビ,**,**,**,**,**,3-2,37.7,24.5,8.0,450(+6),,,,450(+6),,80.0,202406040808,2024年09月28日,ダ,1200,良
6,5,9,タイセイピューマ,牡3,56.0,大野拓弥,1:11.9,ハナ,**,**,**,**,**,10-11,36.8,8.4,5.0,472(-8),,,,472(-8),,,202406040808,2024年09月28日,ダ,1200,良
7,2,4,カサブランカキッド,牡4,58.0,横山和生,1:12.1,1.1/2,**,**,**,**,**,15-16,36.4,73.4,12.0,506(-12),,,,506(-12),,,202406040808,2024年09月28日,ダ,1200,良
8,1,1,ドナレア,牝3,54.0,菅原明良,1:12.2,アタマ,**,**,**,**,**,8-9,37.3,15.0,6.0,442(+6),,,,442(+6),,,202406040808,2024年09月28日,ダ,1200,良
9,7,13,トロピカルヒーロー,牡4,55.0,長浜鴻緒,1:12.2,クビ,**,**,**,**,**,14-13,36.7,29.8,9.0,526(+6),,,,526(+6),,,202406040808,2024年09月28日,ダ,1200,良
10,8,15,ワタシダケドナニカ,牡4,58.0,内田博幸,1:12.3,クビ,**,**,**,**,**,1-1,38.4,313.0,16.0,494(+16),,,,494(+16),,,202406040808,2024年09月28日,ダ,1200,良
11,3,5,オーサムデアラー,牡4,58.0,田辺裕信,1:12.7,2.1/2,**,**,**,**,**,15-13,37.0,55.3,11.0,496(0),,,,496(0),,,202406040808,2024年09月28日,ダ,1200,良
12,6,11,エコロエイト,牡3,56.0,丹内祐次,1:12.8,1/2,**,**,**,**,**,2-2,38.7,3.8,2.0,494(+2),,,,494(+2),,,202406040808,2024年09月28日,ダ,1200,良
13,8,16,ルフレーヴ,セ4,58.0,杉原誠人,1:13.0,1.1/4,**,**,**,**,**,13-13,37.7,139.3,14.0,482(+4),,,,482(+4),,,202406040808,2024年09月28日,ダ,1200,良
14,2,3,インファンタ,牝3,54.0,松岡正海,1:13.1,1/2,**,**,**,**,**,5-5,38.7,105.9,13.0,486(+12),,,,486(+12),,,202406040808,2024年09月28日,ダ,1200,良
15,5,10,ニシノトレンディー,牝4,56.0,永野猛蔵,1:13.1,クビ,**,**,**,**,**,7-7,38.3,23.4,7.0,494(+6),,,,494(+6),,,202406040808,2024年09月28日,ダ,1200,良
16,4,8,アシャカデュメ,牡3,56.0,武藤雅,1:14.0,5,**,**,**,**,**,10-11,39.0,202.5,15.0,466(-2),,,,466(-2),,,202406040808,2024年09月28日,ダ,1200,良
1,2,2,ジェットマグナム,牡2,55.0,丹内祐次,2:02.8,,**,**,**,**,**,2-2-2-2,35.1,10.7,4.0,484(+10),,,,484(+10),,"1,620.3",202406040809,2024年09月28日,芝,2000,良
2,8,8,レーヴドロペラ,牝2,55.0,大野拓弥,2:02.9,3/4,**,**,**,**,**,7-7-3-3,35.1,27.1,7.0,450(0),,,,450(0),,645.8,202406040809,2024年09月28日,芝,2000,良
3,3,3,ミッキーマドンナ,牝2,55.0,モレイラ,2:02.9,ハナ,**,**,**,**,**,5-4-5-5,34.9,1.5,1.0,450(0),,,,450(0),,402.9,202406040809,2024年09月28日,芝,2000,良
4,7,7,シマサンブラック,牡2,55.0,菅原明良,2:03.1,1.1/4,**,**,**,**,**,6-6-5-5,35.0,12.5,5.0,464(-2),,,,464(-2),,240.0,202406040809,2024年09月28日,芝,2000,良
5,1,1,ゴーゴータカシ,牡2,55.0,ティータ,2:03.2,クビ,**,**,**,**,**,3-3-3-3,35.4,9.5,3.0,474(-16),,,,474(-16),,160.0,202406040809,2024年09月28日,芝,2000,良
6,8,9,モルティフレーバー,牝2,55.0,戸崎圭太,2:03.5,2,**,**,**,**,**,1-1-1-1,36.0,4.7,2.0,442(-14),,,,442(-14),,,202406040809,2024年09月28日,芝,2000,良
7,6,6,フレンドビーチ,牝2,55.0,吉田豊,2:03.6,1/2,**,**,**,**,**,9-9-7-7,35.3,168.1,8.0,412(+4),,,,412(+4),,,202406040809,2024年09月28日,芝,2000,良
8,4,4,ミッドセンチュリー,牡2,55.0,嶋田純次,2:03.9,1.3/4,**,**,**,**,**,7-7-7-7,35.6,212.4,9.0,438(-4),,,,438(-4),,,202406040809,2024年09月28日,芝,2000,良
中,5,5,ハードワーカー,牝2,55.0,佐々木大,,,,,,,,4-4-9,,16.7,6.0,476(+6),,,,476(+6),,,202406040809,2024年09月28日,芝,2000,良
1,2,2,ハピネスアゲン,牝5,56.0,佐々木大,1:07.9,,**,**,**,**,**,7-7,34.0,17.8,7.0,460(-2),,,,460(-2),,"1,580.1",202406040810,2024年09月28日,芝,1200,良
2,4,6,レザンノワール,牡3,56.0,永野猛蔵,1:08.0,1,**,**,**,**,**,7-7,34.0,13.1,5.0,460(-2),,,,460(-2),,628.6,202406040810,2024年09月28日,芝,1200,良
3,4,5,ディアドコス,牡4,58.0,三浦皇成,1:08.1,アタマ,**,**,**,**,**,2-3,34.8,2.8,2.0,494(-6),,,,494(-6),,394.3,202406040810,2024年09月28日,芝,1200,良
4,5,8,イサチルシーサイド,牡3,56.0,木幡初也,1:08.2,1,**,**,**,**,**,5-5,34.5,9.4,4.0,472(+2),,,,472(+2),,230.0,202406040810,2024年09月28日,芝,1200,良
5,3,4,ベルウッドブラボー,牡5,58.0,柴田大知,1:08.3,クビ,**,**,**,**,**,10-9,34.1,68.3,11.0,464(+2),,,,464(+2),,155.0,202406040810,2024年09月28日,芝,1200,良
6,3,3,ザアトム,牡5,58.0,丹内祐次,1:08.3,クビ,**,**,**,**,**,2-2,35.1,103.1,12.0,504(+2),,,,504(+2),,,202406040810,2024年09月28日,芝,1200,良
7,6,9,スマートルシーダ,牡6,58.0,松岡正海,1:08.5,1.1/4,**,**,**,**,**,12-11,34.1,112.5,13.0,456(-4),,,,456(-4),,,202406040810,2024年09月28日,芝,1200,良
8,5,7,カジュフェイス,牡5,58.0,原優介,1:08.6,クビ,**,**,**,**,**,1-1,35.7,34.9,9.0,500(+6),,,,500(+6),,,202406040810,2024年09月28日,芝,1200,良
9,7,11,ディオアステリア,牝5,56.0,横山和生,1:08.7,1/2,**,**,**,**,**,10-12,34.4,9.0,3.0,490(-4),,,,490(-4),,,202406040810,2024年09月28日,芝,1200,良
10,1,1,ステイトダイアデム,牝5,56.0,戸崎圭太,1:08.7,アタマ,**,**,**,**,**,4-3,35.3,2.6,1.0,474(+2),,,,474(+2),,,202406040810,2024年09月28日,芝,1200,良
11,6,10,アラクレ,牝5,56.0,杉原誠人,1:08.7,アタマ,**,**,**,**,**,5-5,35.0,118.6,14.0,466(+4),,,,466(+4),,,202406040810,2024年09月28日,芝,1200,良
12,8,14,アップストローク,セ5,58.0,大野拓弥,1:08.7,ハナ,**,**,**,**,**,14-14,34.1,17.5,6.0,458(+4),,,,458(+4),,,202406040810,2024年09月28日,芝,1200,良
13,8,13,テセラリアン,牝3,54.0,菅原明良,1:08.8,アタマ,**,**,**,**,**,9-10,34.7,30.4,8.0,438(+6),,,,438(+6),,,202406040810,2024年09月28日,芝,1200,良
14,7,12,タイセイフェスタ,牡3,56.0,ティータ,1:10.7,大,**,**,**,**,**,12-12,36.3,51.6,10.0,476(-10),,,,476(-10),,,202406040810,2024年09月28日,芝,1200,良
1,1,1,トロヴァトーレ,牡3,56.0,ルメール,1:33.3,,**,**,**,**,**,3-3-3,34.0,2.3,1.0,488(+8),,,,488(+8),,"1,874.3",202406040811,2024年09月28日,芝,1600,良
2,7,14,フォーチュンタイム,牡3,56.0,モレイラ,1:33.6,1.3/4,**,**,**,**,**,3-3-3,34.3,3.3,2.0,496(-2),,,,496(-2),,749.8,202406040811,2024年09月28日,芝,1600,良
3,6,12,タシット,牡5,58.0,菅原明良,1:33.8,1.1/4,**,**,**,**,**,1-2-2,34.7,11.1,4.0,466(+4),,,,466(+4),,464.9,202406040811,2024年09月28日,芝,1600,良
4,2,4,リッケンバッカー,牡6,58.0,川須栄彦,1:33.8,アタマ,**,**,**,**,**,9-7-7,34.3,40.3,8.0,480(-4),,,,480(-4),,280.0,202406040811,2024年09月28日,芝,1600,良
5,5,10,マイネルニコラス,牡5,58.0,柴田大知,1:34.0,1.1/4,**,**,**,**,**,8-9-7,34.3,209.8,14.0,506(0),,,,506(0),,184.0,202406040811,2024年09月28日,芝,1600,良
6,3,6,ウインスノーライト,牡4,58.0,横山和生,1:34.0,ハナ,**,**,**,**,**,9-9-7,34.3,47.1,9.0,486(-12),,,,486(-12),,,202406040811,2024年09月28日,芝,1600,良
7,6,11,センタースリール,牝5,56.0,木幡巧也,1:34.0,クビ,**,**,**,**,**,2-1-1,35.0,176.5,11.0,472(0),,,,472(0),,,202406040811,2024年09月28日,芝,1600,良
8,2,3,コントラポスト,牡4,58.0,田辺裕信,1:34.0,アタマ,**,**,**,**,**,9-11-11,34.2,4.6,3.0,462(-8),,,,462(-8),,,202406040811,2024年09月28日,芝,1600,良
9,5,9,レガトゥス,セ6,58.0,北村宏司,1:34.1,クビ,**,**,**,**,**,3-7-5,34.6,165.0,10.0,540(+10),,,,540(+10),,,202406040811,2024年09月28日,芝,1600,良
10,8,15,バトルハーデン,牡4,58.0,戸崎圭太,1:34.3,1.1/4,**,**,**,**,**,12-12-11,34.4,29.5,6.0,526(+12),,,,526(+12),,,202406040811,2024年09月28日,芝,1600,良
11,4,7,サンクフィーユ,牝5,56.0,三浦皇成,1:34.5,1.1/4,**,**,**,**,**,13-12-13,34.6,12.1,5.0,472(+6),,,,472(+6),,,202406040811,2024年09月28日,芝,1600,良
12,1,2,エンヤラヴフェイス,牡3,56.0,佐々木大,1:34.5,クビ,**,**,**,**,**,3-5-5,35.1,34.9,7.0,500(+10),,,,500(+10),,,202406040811,2024年09月28日,芝,1600,良
13,4,8,ドグマ,牡5,58.0,石橋脩,1:34.6,3/4,**,**,**,**,**,13-14-13,34.3,207.1,13.0,484(-16),,,,484(-16),,,202406040811,2024年09月28日,芝,1600,良
14,3,5,シャイニングフジ,牝6,56.0,藤田菜七,1:34.8,1.1/4,**,**,**,**,**,15-15-15,34.2,204.4,12.0,506(+16),,,,506(+16),,,202406040811,2024年09月28日,芝,1600,良
15,8,16,ブランデーロック,牡5,58.0,原優介,1:35.4,3.1/2,**,**,**,**,**,3-5-7,36.0,326.7,15.0,476(+8),,,,476(+8),,,202406040811,2024年09月28日,芝,1600,良
取,7,13,リバートゥルー,牝4,56.0,吉田豊,,,,,,,,,,---,,計不,,,,計不,,,202406040811,2024年09月28日,芝,1600,良
1,5,9,カンパニョーラ,牝5,56.0,吉田豊,1:10.6,,**,**,**,**,**,13-11,36.0,49.2,10.0,460(+6),,,,460(+6),,"1,140.0",202406040812,2024年09月28日,ダ,1200,良
2,5,10,ニットウバジル,牡4,58.0,モレイラ,1:10.8,1.1/4,**,**,**,**,**,8-6,36.8,3.3,1.0,506(+2),,,,506(+2),,460.0,202406040812,2024年09月28日,ダ,1200,良
